town,county,week_start,Amoxicillin,Coartem,Flagyl,Imodium,ORS,Panadol,Piriton,Septrin,Coartem_baseline,Coartem_ratio,Panadol_baseline,Panadol_ratio,Flagyl_baseline,Flagyl_ratio,ORS_baseline,ORS_ratio,Imodium_baseline,Imodium_ratio,Septrin_baseline,Septrin_ratio,Amoxicillin_baseline,Amoxicillin_ratio,Piriton_baseline,Piriton_ratio,score_malaria,score_gi,score_respiratory,score_composite,alert_level,rainfall_mm,humidity_pct
Emali,Makueni,2023-03-13,172,34,114,86,195,245,50,70,40.75,0.8343558282208589,231.75,1.0571736785329018,110.75,1.0293453724604966,280.75,0.6945681211041852,82.0,1.048780487804878,68.5,1.0218978102189782,117.25,1.466950959488273,61.25,0.8163265306122449,0.011,0.02,0.123,0.047749999999999994,GREEN,25.1,54.6
Emali,Makueni,2023-03-20,156,40,112,46,159,813,72,65,35.25,1.1347517730496455,247.0,3.291497975708502,110.25,1.0158730158730158,190.25,0.835742444152431,82.75,0.5558912386706949,73.0,0.8904109589041096,150.5,1.0365448504983388,61.25,1.1755102040816328,0.522,0.004,0.038,0.1955,AMBER,31.6,53.8
Emali,Makueni,2023-03-27,159,119,112,106,202,1118,55,72,35.75,3.3286713286713288,382.25,2.9247874427730545,104.75,1.0692124105011933,170.0,1.188235294117647,67.75,1.5645756457564575,73.0,0.9863013698630136,159.5,0.9968652037617555,59.5,0.9243697478991597,1.491,0.202,0.0,0.59255,RED,37.6,58.6
Emali,Makueni,2023-04-03,37,168,116,148,271,753,44,57,56.75,2.960352422907489,594.0,1.2676767676767677,104.75,1.107398568019093,177.5,1.5267605633802817,77.25,1.9158576051779934,72.25,0.7889273356401384,161.25,0.22945736434108527,58.25,0.7553648068669528,0.985,0.385,0.0,0.4795,RED,41.0,58.0
Emali,Makueni,2023-04-10,30,143,150,74,220,694,30,48,90.25,1.5844875346260388,732.25,0.9477637418914305,113.5,1.3215859030837005,206.75,1.064087061668682,96.5,0.7668393782383419,66.0,0.7272727272727273,131.0,0.22900763358778625,55.25,0.5429864253393665,0.278,0.108,0.0,0.1351,GREEN,43.6,53.7
Emali,Makueni,2023-04-17,28,132,133,105,175,548,37,55,117.5,1.123404255319149,844.5,0.6489046773238603,122.5,1.0857142857142856,213.0,0.8215962441314554,93.5,1.1229946524064172,60.5,0.9090909090909091,95.5,0.2931937172774869,50.25,0.736318407960199,0.059,0.053,0.0,0.0392,GREEN,51.8,57.9
Emali,Makueni,2023-04-24,37,275,164,71,193,612,53,42,140.5,1.9572953736654803,778.25,0.7863796980404755,127.75,1.283757338551859,217.0,0.8894009216589862,108.25,0.6558891454965358,58.0,0.7241379310344828,63.5,0.5826771653543307,41.5,1.2771084337349397,0.455,0.08,0.046,0.20105,AMBER,45.2,55.1
Emali,Makueni,2023-05-01,33,286,121,79,194,151,26,45,179.5,1.5933147632311977,651.75,0.23168392788645953,140.75,0.8596802841918295,214.75,0.9033760186263097,99.5,0.7939698492462312,50.5,0.8910891089108911,33.0,1.0,41.0,0.6341463414634146,0.282,0.0,0.0,0.09869999999999998,GREEN,39.7,56.8
Emali,Makueni,2023-05-08,24,96,94,57,182,112,71,49,209.0,0.45933014354066987,501.25,0.22344139650872819,142.0,0.6619718309859155,195.5,0.9309462915601023,82.25,0.6930091185410334,47.5,1.0315789473684212,32.0,0.75,36.5,1.9452054794520548,0.0,0.0,0.166,0.049800000000000004,GREEN,28.4,55.1
Emali,Makueni,2023-05-15,34,57,92,69,148,91,100,39,197.25,0.2889733840304182,355.75,0.25579761068165846,128.0,0.71875,186.0,0.7956989247311828,78.0,0.8846153846153846,47.75,0.8167539267015707,30.5,1.1147540983606556,46.75,2.1390374331550803,0.0,0.0,0.219,0.0657,GREEN,22.9,51.5
Emali,Makueni,2023-05-22,34,96,86,90,161,127,237,47,178.5,0.5378151260504201,241.5,0.525879917184265,117.75,0.7303609341825902,179.25,0.898186889818689,69.0,1.3043478260869565,43.75,1.0742857142857143,32.0,1.0625,62.5,3.792,0.0,0.071,0.501,0.17514999999999997,AMBER,12.6,49.1
Emali,Makueni,2023-05-29,32,102,120,97,231,163,182,45,133.75,0.7626168224299066,120.25,1.3555093555093556,98.25,1.2213740458015268,171.25,1.3489051094890512,73.75,1.3152542372881355,45.0,1.0,31.25,1.024,108.5,1.6774193548387097,0.071,0.229,0.119,0.1407,GREEN,4.3,48.4
Emali,Makueni,2023-06-05,34,49,140,86,218,238,206,64,87.75,0.5584045584045584,123.25,1.9310344827586208,98.0,1.4285714285714286,180.5,1.2077562326869806,78.25,1.099041533546326,45.0,1.4222222222222223,31.0,1.096774193548387,147.5,1.3966101694915254,0.186,0.2,0.203,0.196,AMBER,2.3,45.9
Emali,Makueni,2023-06-12,27,45,146,96,243,169,213,135,76.0,0.5921052631578947,154.75,1.0920840064620356,109.5,1.3333333333333333,189.5,1.2823218997361479,85.5,1.1228070175438596,48.75,2.769230769230769,33.5,0.8059701492537313,181.25,1.1751724137931034,0.018,0.198,0.501,0.2259,AMBER,7.5,47.8
Emali,Makueni,2023-06-19,41,50,172,112,220,239,101,156,73.0,0.684931506849315,174.25,1.3715925394548063,123.0,1.3983739837398375,213.25,1.0316529894490034,92.25,1.2140921409214092,72.75,2.1443298969072164,31.75,1.2913385826771653,209.5,0.4821002386634845,0.074,0.171,0.378,0.19915,AMBER,9.9,50.0
Emali,Makueni,2023-06-26,42,44,196,92,289,186,152,182,61.5,0.7154471544715447,202.25,0.9196538936959209,144.5,1.356401384083045,228.0,1.2675438596491229,97.75,0.9411764705882353,100.0,1.82,33.5,1.2537313432835822,175.5,0.8660968660968661,0.0,0.172,0.282,0.14479999999999998,GREEN,8.4,47.6
Emali,Makueni,2023-07-03,34,41,147,80,210,127,58,155,47.0,0.8723404255319149,208.0,0.6105769230769231,163.5,0.8990825688073395,242.5,0.865979381443299,96.5,0.8290155440414507,134.25,1.1545623836126628,36.0,0.9444444444444444,168.0,0.34523809523809523,0.0,0.0,0.041,0.0123,GREEN,6.9,47.7
Emali,Makueni,2023-07-10,52,277,143,88,205,148,71,160,45.0,6.155555555555556,180.25,0.8210818307905686,165.25,0.8653555219364599,240.5,0.8523908523908524,95.0,0.9263157894736842,157.0,1.019108280254777,36.0,1.4444444444444444,131.0,0.5419847328244275,1.425,0.0,0.116,0.53355,RED,3.3,47.1
Emali,Makueni,2023-07-17,58,207,147,69,205,158,67,230,103.0,2.0097087378640777,175.0,0.9028571428571428,164.5,0.8936170212765957,231.0,0.8874458874458875,93.0,0.7419354838709677,163.25,1.4088820826952526,42.25,1.3727810650887573,95.5,0.7015706806282722,0.48,0.0,0.202,0.22859999999999997,AMBER,6.8,48.6
Emali,Makueni,2023-07-24,47,138,76,72,156,110,46,91,142.25,0.9701230228471002,154.75,0.7108239095315024,158.25,0.4802527646129542,227.25,0.6864686468646864,82.25,0.8753799392097265,181.75,0.5006877579092159,46.5,1.010752688172043,87.0,0.5287356321839081,0.0,0.0,0.003,0.0009,GREEN,5.8,46.2
Emali,Makueni,2023-07-31,59,291,109,96,185,142,53,78,165.75,1.755656108597285,135.75,1.0460405156537753,128.25,0.8499025341130604,194.0,0.9536082474226805,77.25,1.2427184466019416,159.0,0.49056603773584906,47.75,1.2356020942408377,60.5,0.8760330578512396,0.368,0.057,0.059,0.16645,AMBER,6.6,47.0
Emali,Makueni,2023-08-07,65,218,113,127,143,193,52,71,228.25,0.9550930996714129,139.5,1.3835125448028673,118.75,0.9515789473684211,187.75,0.7616511318242344,81.25,1.563076923076923,139.75,0.5080500894454383,54.0,1.2037037037037037,59.25,0.8776371308016878,0.077,0.131,0.051,0.0881,GREEN,3.9,46.9
Emali,Makueni,2023-08-14,42,345,151,105,246,153,53,61,213.5,1.6159250585480094,150.75,1.0149253731343284,111.25,1.3573033707865167,172.25,1.428156748911466,91.0,1.1538461538461537,117.5,0.5191489361702127,57.25,0.7336244541484717,54.5,0.9724770642201835,0.296,0.251,0.0,0.19144999999999998,AMBER,10.6,50.4
Emali,Makueni,2023-08-21,43,40,147,116,238,164,62,44,248.0,0.16129032258064516,149.5,1.0969899665551839,112.25,1.3095768374164811,182.5,1.3041095890410959,100.0,1.16,75.25,0.584717607973422,53.25,0.8075117370892019,51.0,1.2156862745098038,0.019,0.206,0.036,0.08955,GREEN,3.3,49.8
Emali,Makueni,2023-08-28,34,57,126,98,259,132,41,39,223.5,0.2550335570469799,163.0,0.8098159509202454,130.0,0.9692307692307692,203.0,1.2758620689655173,111.0,0.8828828828828829,63.5,0.6141732283464567,52.25,0.6507177033492823,55.0,0.7454545454545455,0.0,0.074,0.0,0.025899999999999996,GREEN,4.9,46.4
Emali,Makueni,2023-09-04,38,50,142,97,242,221,38,34,165.0,0.30303030303030304,160.5,1.3769470404984423,134.25,1.0577281191806331,221.5,1.09255079006772,111.5,0.8699551569506726,53.75,0.6325581395348837,46.0,0.8260869565217391,52.0,0.7307692307692307,0.075,0.041,0.0,0.0406,GREEN,8.1,49.0
Emali,Makueni,2023-09-11,32,44,155,120,204,197,46,38,123.0,0.35772357723577236,167.5,1.1761194029850746,141.5,1.0954063604240283,246.25,0.8284263959390863,104.0,1.1538461538461537,44.5,0.8539325842696629,39.25,0.8152866242038217,48.5,0.9484536082474226,0.035,0.063,0.0,0.0343,GREEN,3.9,46.3
Emali,Makueni,2023-09-18,28,44,200,88,230,178,31,41,47.75,0.9214659685863874,178.5,0.9971988795518207,142.5,1.4035087719298245,235.75,0.975609756097561,107.75,0.8167053364269141,38.75,1.0580645161290323,36.75,0.7619047619047619,46.75,0.6631016042780749,0.0,0.114,0.015,0.044399999999999995,GREEN,12.2,47.4
Emali,Makueni,2023-09-25,37,36,192,81,183,110,36,50,48.75,0.7384615384615385,182.0,0.6043956043956044,155.75,1.232744783306581,233.75,0.7828877005347593,100.75,0.8039702233250621,38.0,1.3157894736842106,33.0,1.121212121212121,39.0,0.9230769230769231,0.0,0.066,0.115,0.0576,GREEN,5.4,48.9
Emali,Makueni,2023-10-02,28,25,158,80,121,80,35,42,43.5,0.5747126436781609,176.5,0.45325779036827196,172.25,0.9172714078374455,214.75,0.5634458672875436,96.5,0.8290155440414507,40.75,1.030674846625767,33.75,0.8296296296296296,37.75,0.9271523178807947,0.0,0.0,0.008,0.0024,GREEN,20.2,49.3
Emali,Makueni,2023-10-09,42,31,228,77,213,108,41,47,37.25,0.8322147651006712,141.25,0.7646017699115044,176.25,1.2936170212765958,184.5,1.1544715447154472,92.25,0.8346883468834688,42.75,1.0994152046783625,31.25,1.344,37.0,1.1081081081081081,0.0,0.124,0.131,0.0827,GREEN,27.4,52.3
Emali,Makueni,2023-10-16,36,33,295,112,159,138,44,46,34.0,0.9705882352941176,119.0,1.1596638655462186,194.5,1.5167095115681235,186.75,0.8514056224899599,81.5,1.3742331288343559,45.0,1.0222222222222221,33.75,1.0666666666666667,35.75,1.2307692307692308,0.032,0.234,0.061,0.1114,GREEN,31.5,56.5
Emali,Makueni,2023-10-23,30,51,191,109,253,224,42,48,31.25,1.632,109.0,2.055045871559633,218.25,0.8751431844215349,169.0,1.4970414201183433,87.5,1.2457142857142858,46.25,1.037837837837838,35.75,0.8391608391608392,39.0,1.0769230769230769,0.511,0.19,0.023,0.25225,AMBER,45.9,57.0
Emali,Makueni,2023-10-30,38,42,143,113,288,224,42,38,35.0,1.2,137.5,1.6290909090909091,218.0,0.6559633027522935,186.5,1.5442359249329758,94.5,1.1957671957671958,45.75,0.8306010928961749,34.0,1.1176470588235294,40.5,1.037037037037037,0.221,0.191,0.036,0.155,AMBER,44.4,58.6
Emali,Makueni,2023-11-06,33,53,124,97,200,186,37,52,39.25,1.3503184713375795,173.5,1.0720461095100864,214.25,0.5787631271878646,228.25,0.8762322015334063,102.75,0.9440389294403893,44.75,1.1620111731843576,36.5,0.9041095890410958,42.25,0.8757396449704142,0.181,0.0,0.043,0.07624999999999998,GREEN,44.2,56.8
Emali,Makueni,2023-11-13,39,57,163,114,231,204,343,43,44.75,1.2737430167597765,193.0,1.0569948186528497,188.25,0.8658698539176627,225.0,1.0266666666666666,107.75,1.0580046403712298,46.0,0.9347826086956522,34.25,1.1386861313868613,41.25,8.315151515151515,0.141,0.021,0.535,0.2172,AMBER,42.5,58.0
Emali,Makueni,2023-11-20,42,50,129,94,216,163,332,59,50.75,0.9852216748768473,209.5,0.7780429594272077,155.25,0.8309178743961353,243.0,0.8888888888888888,108.25,0.8683602771362586,45.25,1.3038674033149171,35.0,1.2,116.0,2.8620689655172415,0.0,0.0,0.441,0.1323,GREEN,45.3,58.3
Emali,Makueni,2023-11-27,37,38,124,98,198,169,464,70,50.5,0.7524752475247525,194.25,0.87001287001287,139.75,0.8872987477638641,233.75,0.8470588235294118,104.5,0.937799043062201,48.0,1.4583333333333333,38.0,0.9736842105263158,188.5,2.4615384615384617,0.0,0.0,0.366,0.1098,GREEN,36.2,58.3
Emali,Makueni,2023-12-04,60,41,107,79,227,111,414,84,49.5,0.8282828282828283,180.5,0.6149584487534626,135.0,0.7925925925925926,211.25,1.0745562130177515,100.75,0.7841191066997518,56.0,1.5,37.75,1.5894039735099337,294.0,1.4081632653061225,0.0,0.02,0.349,0.1117,GREEN,30.5,54.2
Emali,Makueni,2023-12-11,42,26,105,77,125,117,380,92,46.5,0.5591397849462365,161.75,0.723338485316847,130.75,0.8030592734225621,218.0,0.573394495412844,96.25,0.8,64.0,1.4375,44.5,0.9438202247191011,388.25,0.978750804893754,0.0,0.0,0.117,0.0351,GREEN,25.3,54.4
Emali,Makueni,2023-12-18,48,29,139,80,170,117,450,84,38.75,0.7483870967741936,140.0,0.8357142857142857,116.25,1.1956989247311829,191.5,0.8877284595300261,87.0,0.9195402298850575,76.25,1.1016393442622952,45.25,1.0607734806629834,397.5,1.1320754716981132,0.0,0.055,0.064,0.03845,GREEN,11.3,47.1
Emali,Makueni,2023-12-25,55,41,101,119,249,180,44,85,33.5,1.2238805970149254,128.5,1.4007782101167314,118.75,0.8505263157894737,180.0,1.3833333333333333,83.5,1.4251497005988023,82.5,1.0303030303030303,46.75,1.1764705882352942,427.0,0.10304449648711944,0.186,0.201,0.052,0.15105,AMBER,11.1,48.3
Emali,Makueni,2024-01-01,31,39,91,77,169,126,48,39,34.25,1.1386861313868613,131.25,0.96,113.0,0.8053097345132744,192.75,0.8767833981841764,88.75,0.8676056338028169,86.25,0.45217391304347826,51.25,0.6048780487804878,322.0,0.14906832298136646,0.066,0.0,0.0,0.0231,GREEN,5.0,45.2
Emali,Makueni,2024-01-08,34,38,128,84,174,142,44,53,33.75,1.125925925925926,135.0,1.0518518518518518,109.0,1.1743119266055047,178.25,0.9761570827489481,88.25,0.9518413597733711,75.0,0.7066666666666667,44.0,0.7727272727272727,230.5,0.19088937093275488,0.07,0.049,0.0,0.04165,GREEN,7.2,46.8
Emali,Makueni,2024-01-15,27,55,117,105,232,225,41,52,36.75,1.4965986394557824,141.25,1.592920353982301,114.75,1.0196078431372548,190.5,1.2178477690288714,90.0,1.1666666666666667,65.25,0.7969348659003831,42.0,0.6428571428571429,146.5,0.27986348122866894,0.354,0.103,0.0,0.15994999999999998,AMBER,9.0,45.4
Emali,Makueni,2024-01-22,31,46,161,123,264,200,30,29,43.25,1.0635838150289016,168.25,1.188707280832095,109.25,1.4736842105263157,206.0,1.2815533980582525,96.25,1.277922077922078,57.25,0.5065502183406113,36.75,0.8435374149659864,44.25,0.6779661016949152,0.068,0.274,0.0,0.1197,GREEN,4.7,47.8
Emali,Makueni,2024-01-29,34,48,168,125,226,190,35,44,44.5,1.0786516853932584,173.25,1.0966810966810967,124.25,1.352112676056338,209.75,1.0774731823599524,97.25,1.2853470437017995,43.25,1.0173410404624277,30.75,1.1056910569105691,40.75,0.8588957055214724,0.057,0.187,0.031,0.09469999999999999,GREEN,8.9,47.7
Emali,Makueni,2024-02-05,34,44,130,109,716,217,48,60,46.75,0.9411764705882353,189.25,1.1466314398943196,143.5,0.9059233449477352,224.0,3.1964285714285716,109.25,0.9977116704805492,44.5,1.348314606741573,31.5,1.0793650793650793,37.5,1.28,0.029,0.586,0.159,0.26294999999999996,AMBER,4.8,50.1
Emali,Makueni,2024-02-12,58,53,118,105,496,145,53,59,48.25,1.0984455958549222,208.0,0.6971153846153846,144.0,0.8194444444444444,359.5,1.3796940194714882,115.5,0.9090909090909091,46.25,1.2756756756756757,31.5,1.8412698412698412,38.5,1.3766233766233766,0.047,0.101,0.347,0.15589999999999998,AMBER,5.2,49.6
Emali,Makueni,2024-02-19,47,42,117,96,457,187,46,59,47.75,0.8795811518324608,188.0,0.9946808510638298,144.25,0.8110918544194108,425.5,1.0740305522914217,115.5,0.8311688311688312,48.0,1.2291666666666667,39.25,1.197452229299363,41.5,1.108433734939759,0.0,0.02,0.129,0.0457,GREEN,5.3,48.0
Emali,Makueni,2024-02-26,66,31,108,67,466,131,52,99,46.75,0.6631016042780749,184.75,0.7090663058186739,133.25,0.8105065666041276,473.75,0.9836411609498681,108.75,0.6160919540229886,55.5,1.7837837837837838,43.25,1.5260115606936415,45.5,1.1428571428571428,0.0,0.0,0.364,0.10919999999999999,GREEN,12.2,46.9
Emali,Makueni,2024-03-04,55,26,94,78,458,114,63,78,42.5,0.611764705882353,170.0,0.6705882352941176,118.25,0.7949260042283298,533.75,0.8580796252927401,94.25,0.8275862068965517,69.25,1.1263537906137184,51.25,1.0731707317073171,49.75,1.2663316582914572,0.0,0.0,0.096,0.0288,GREEN,17.6,50.8
Emali,Makueni,2024-03-11,42,19,71,65,556,103,52,77,38.0,0.5,144.25,0.7140381282495667,109.25,0.6498855835240275,469.25,1.1848694725626,86.5,0.7514450867052023,73.75,1.0440677966101695,56.5,0.7433628318584071,53.5,0.9719626168224299,0.0,0.049,0.012,0.020749999999999998,GREEN,26.1,51.6
Emali,Makueni,2024-03-18,43,48,104,77,273,151,74,57,29.5,1.6271186440677967,133.75,1.1289719626168224,97.5,1.0666666666666667,484.25,0.5637583892617449,76.5,1.0065359477124183,78.25,0.7284345047923323,52.5,0.819047619047619,53.25,1.3896713615023475,0.324,0.02,0.065,0.1399,GREEN,37.7,53.5
Emali,Makueni,2024-03-25,48,47,126,101,404,182,59,58,31.0,1.5161290322580645,124.75,1.4589178356713426,94.25,1.336870026525199,438.25,0.9218482601254991,71.75,1.4076655052264808,77.75,0.7459807073954984,51.5,0.9320388349514563,60.25,0.979253112033195,0.337,0.191,0.0,0.1848,AMBER,39.3,57.1
Emali,Makueni,2024-04-01,46,33,124,101,395,225,42,47,35.0,0.9428571428571428,137.5,1.6363636363636365,98.75,1.2556962025316456,422.75,0.9343583678296866,80.25,1.2585669781931463,67.5,0.6962962962962963,47.0,0.9787234042553191,62.0,0.6774193548387096,0.127,0.133,0.0,0.091,GREEN,40.1,57.2
Emali,Makueni,2024-04-08,42,42,82,121,341,220,46,52,36.75,1.1428571428571428,165.25,1.3313161875945536,106.25,0.7717647058823529,407.0,0.8378378378378378,86.0,1.4069767441860466,59.75,0.8702928870292888,44.75,0.9385474860335196,56.75,0.8105726872246696,0.134,0.095,0.0,0.08015,GREEN,43.5,58.0
Emali,Makueni,2024-04-15,34,49,101,113,308,183,45,48,42.5,1.1529411764705881,194.5,0.9408740359897172,109.0,0.926605504587156,353.25,0.8719037508846426,100.0,1.13,53.5,0.897196261682243,44.75,0.7597765363128491,55.25,0.8144796380090498,0.073,0.03,0.0,0.03605,GREEN,46.5,57.8
Emali,Makueni,2024-04-22,27,39,108,102,377,190,41,41,42.75,0.9122807017543859,202.5,0.9382716049382716,108.25,0.9976905311778291,362.0,1.0414364640883977,109.0,0.9357798165137615,51.25,0.8,42.5,0.6352941176470588,48.0,0.8541666666666666,0.0,0.011,0.0,0.0038499999999999997,GREEN,43.4,59.0
Emali,Makueni,2024-04-29,34,48,120,76,242,191,39,49,40.75,1.177914110429448,204.5,0.9339853300733496,103.75,1.1566265060240963,355.25,0.681210415200563,109.25,0.6956521739130435,47.0,1.0425531914893618,37.25,0.912751677852349,43.5,0.896551724137931,0.085,0.044,0.011,0.04844999999999999,GREEN,39.8,56.9
Emali,Makueni,2024-05-06,29,38,100,80,179,130,37,43,44.5,0.8539325842696629,196.0,0.6632653061224489,102.75,0.9732360097323601,317.0,0.5646687697160884,103.0,0.7766990291262136,47.5,0.9052631578947369,34.25,0.8467153284671532,42.75,0.8654970760233918,0.0,0.0,0.0,0.0,GREEN,29.9,55.4
Emali,Makueni,2024-05-13,35,30,81,67,129,100,36,47,43.5,0.6896551724137931,173.5,0.5763688760806917,107.25,0.7552447552447552,276.5,0.4665461121157324,92.75,0.7223719676549866,45.25,1.0386740331491713,31.0,1.1290322580645162,40.5,0.8888888888888888,0.0,0.0,0.043,0.012899999999999998,GREEN,25.5,55.6
Emali,Makueni,2024-05-20,28,22,119,83,128,96,31,47,38.75,0.567741935483871,152.75,0.6284779050736498,102.25,1.1638141809290954,231.75,0.552319309600863,81.25,1.0215384615384615,45.0,1.0444444444444445,31.25,0.896,38.25,0.8104575163398693,0.0,0.051,0.012,0.021449999999999997,GREEN,12.5,53.1
Emali,Makueni,2024-05-27,23,39,136,85,249,154,48,48,34.5,1.1304347826086956,129.25,1.1914893617021276,105.0,1.2952380952380953,169.5,1.4690265486725664,76.5,1.1111111111111112,46.5,1.032258064516129,31.5,0.7301587301587301,35.75,1.3426573426573427,0.1,0.235,0.066,0.13705,GREEN,9.0,46.8
Emali,Makueni,2024-06-03,40,43,137,222,258,134,36,47,32.25,1.3333333333333333,120.0,1.1166666666666667,109.0,1.2568807339449541,171.25,1.5065693430656935,78.75,2.8190476190476192,46.25,1.0162162162162163,28.75,1.391304347826087,38.0,0.9473684210526315,0.182,0.632,0.102,0.3155,AMBER,4.1,47.7
Emali,Makueni,2024-06-10,32,45,144,206,246,192,39,48,33.5,1.3432835820895523,121.0,1.5867768595041323,118.25,1.2177589852008457,191.0,1.287958115183246,114.25,1.8030634573304158,47.25,1.0158730158730158,31.5,1.0158730158730158,37.75,1.033112582781457,0.28,0.326,0.014,0.21630000000000002,AMBER,3.5,49.0
Emali,Makueni,2024-06-17,33,50,125,236,293,229,34,53,37.25,1.342281879194631,144.0,1.5902777777777777,134.0,0.9328358208955224,220.25,1.330306469920545,149.0,1.5838926174496644,47.5,1.1157894736842104,30.75,1.0731707317073171,38.5,0.8831168831168831,0.281,0.224,0.049,0.19145,AMBER,9.4,49.7
Emali,Makueni,2024-06-24,46,43,126,244,244,133,46,172,44.25,0.9717514124293786,177.25,0.7503526093088858,135.5,0.9298892988929889,261.5,0.9330783938814532,187.25,1.3030707610146863,49.0,3.510204081632653,32.0,1.4375,39.25,1.1719745222929936,0.0,0.071,0.807,0.26695,AMBER,3.2,45.3
Emali,Makueni,2024-07-01,60,50,99,189,205,215,79,173,45.25,1.1049723756906078,172.0,1.25,133.0,0.7443609022556391,260.25,0.7877041306436119,227.0,0.8325991189427313,80.0,2.1625,37.75,1.5894039735099337,38.75,2.0387096774193547,0.1,0.0,0.63,0.224,AMBER,13.2,48.0
Emali,Makueni,2024-07-08,57,48,117,166,220,153,54,199,47.0,1.0212765957446808,192.25,0.7958387516254877,123.5,0.9473684210526315,247.0,0.8906882591093117,218.75,0.7588571428571429,111.5,1.7847533632286996,42.75,1.3333333333333333,49.5,1.0909090909090908,0.01,0.0,0.308,0.0959,GREEN,7.9,50.3
Emali,Makueni,2024-07-15,106,39,119,86,156,315,79,254,47.75,0.8167539267015707,182.5,1.726027397260274,116.75,1.019271948608137,240.5,0.6486486486486487,208.75,0.4119760479041916,149.25,1.7018425460636515,49.0,2.163265306122449,53.25,1.483568075117371,0.145,0.005,0.559,0.2202,AMBER,4.5,47.4
Emali,Makueni,2024-07-22,114,27,108,54,128,229,66,223,45.0,0.6,204.0,1.1225490196078431,115.25,0.9370932754880694,206.25,0.6206060606060606,171.25,0.31532846715328466,199.5,1.117794486215539,67.25,1.695167286245353,64.5,1.0232558139534884,0.025,0.0,0.209,0.07144999999999999,GREEN,4.0,46.2
